년월,여객/화물,공항코드,공항명,상대공항코드,상대공항명,항공사,운항 출발,운항 도착,여객 출발,여객 도착,무임 출발,무임 도착,환승 출발,환승 도착,화물 출발,화물 도착,수하물 출발,수하물 도착,우편 출발,우편 도착,공급 출발,공급 도착,2LETTER,CARRIER,ROUTE,REGION,(총)출발 여객+환승
Aug-24,여객기,CJJ,청주,CJU,제주,AAR,93,93,"14,540","15,631",219,261,0,0,0,0,"84,499","99,738",0,0,"16,182","16,182",OZ,OZ,CJJ/CJU,DOM,"14,540"
Aug-24,여객기,CJJ,청주,CJU,제주,EOK,93,93,"16,309","16,485",144,155,0,0,0,0,"76,012","94,050",0,0,"16,740","16,740",RF,LCC,CJJ/CJU,DOM,"16,309"
Aug-24,여객기,CJJ,청주,CJU,제주,ESR,129,129,"22,544","23,556",180,179,0,0,0,0,"107,349","122,846",0,0,"24,336","24,336",ZE,LCC,CJJ/CJU,DOM,"22,544"
Aug-24,여객기,CJJ,청주,CJU,제주,JJA,133,133,"23,939","24,114",231,183,0,0,0,0,"110,614","121,960",0,0,"25,137","25,137",7C,LCC,CJJ/CJU,DOM,"23,939"
Aug-24,여객기,CJJ,청주,CJU,제주,JNA,155,154,"27,991","28,722",269,332,0,0,0,0,"152,196","173,326",891,0,"29,238","29,049",LJ,LCC,CJJ/CJU,DOM,"27,991"
Aug-24,여객기,CJJ,청주,CJU,제주,KAL,107,107,"15,694","15,696",215,198,0,0,9,0,"91,200","90,181",0,0,"17,140","17,140",KE,KE,CJJ/CJU,DOM,"15,694"
Aug-24,여객기,CJJ,청주,CJU,제주,TWB,121,121,"21,184","22,253",252,283,0,0,0,0,"108,742","124,978",0,0,"22,869","22,869",TW,LCC,CJJ/CJU,DOM,"21,184"
Aug-24,여객기,CJU,제주,CJJ,청주,AAR,93,93,"15,631","14,540",261,219,0,0,0,0,"99,738","84,499",0,0,"16,182","16,182",OZ,OZ,CJJ/CJU,DOM,"15,631"
Aug-24,여객기,CJU,제주,CJJ,청주,EOK,93,93,"16,485","16,309",155,144,0,0,0,0,"94,050","76,012",0,0,"16,740","16,740",RF,LCC,CJJ/CJU,DOM,"16,485"
Aug-24,여객기,CJU,제주,CJJ,청주,ESR,129,129,"23,556","22,544",179,180,0,0,0,0,"122,846","107,349",0,0,"24,336","24,336",ZE,LCC,CJJ/CJU,DOM,"23,556"
Aug-24,여객기,CJU,제주,CJJ,청주,JJA,133,133,"24,114","23,939",183,231,0,0,0,0,"121,960","110,614",0,0,"25,137","25,137",7C,LCC,CJJ/CJU,DOM,"24,114"
Aug-24,여객기,CJU,제주,CJJ,청주,JNA,154,155,"28,722","27,991",332,269,0,0,0,0,"173,326","152,196",0,891,"29,049","29,238",LJ,LCC,CJJ/CJU,DOM,"28,722"
Aug-24,여객기,CJU,제주,CJJ,청주,KAL,107,107,"15,696","15,694",198,215,0,0,0,9,"90,181","91,200",0,0,"17,140","17,140",KE,KE,CJJ/CJU,DOM,"15,696"
Aug-24,여객기,CJU,제주,CJJ,청주,TWB,121,121,"22,253","21,184",283,252,0,0,0,0,"124,978","108,742",0,0,"22,869","22,869",TW,LCC,CJJ/CJU,DOM,"22,253"
Aug-24,여객기,CJU,제주,GMP,김포,AAR,694,696,"135,356","133,889","1,532","1,590",0,0,"606,806","564,392","772,332","727,033",0,0,"145,200","145,664",OZ,OZ,GMP/CJU,DOM,"135,356"
Aug-24,여객기,CJU,제주,GMP,김포,ABL,207,239,"38,004","42,721",274,291,0,0,0,"1,966","191,814","191,229",0,0,"39,658","45,664",BX,LCC,GMP/CJU,DOM,"38,004"
Aug-24,여객기,CJU,제주,GMP,김포,ASV,124,124,"25,683","24,630",183,176,0,0,0,0,"110,827","104,311",0,0,"27,280","27,280",RS,LCC,GMP/CJU,DOM,"25,683"
Aug-24,여객기,CJU,제주,GMP,김포,ESR,431,441,"78,945","75,760",611,521,0,0,0,0,"390,944","320,481",0,0,"80,979","82,863",ZE,LCC,GMP/CJU,DOM,"78,945"
Aug-24,여객기,CJU,제주,GMP,김포,JJA,618,624,"113,928","111,320",750,712,0,0,"7,978",0,"560,221","488,858",0,0,"116,802","117,936",7C,LCC,GMP/CJU,DOM,"113,928"
Aug-24,여객기,CJU,제주,GMP,김포,JNA,245,248,"44,731","44,947",361,363,0,0,0,838,"230,783","214,055",0,0,"46,215","46,781",LJ,LCC,GMP/CJU,DOM,"44,731"
Aug-24,여객기,CJU,제주,GMP,김포,KAL,769,772,"147,315","139,158","1,594","1,516",0,0,"984,396","985,458","953,248","847,351",0,0,"154,800","155,728",KE,KE,GMP/CJU,DOM,"147,315"
Aug-24,여객기,CJU,제주,GMP,김포,TWB,427,426,"79,956","76,463",595,489,0,0,0,0,"385,090","338,909",0,0,"83,610","83,421",TW,LCC,GMP/CJU,DOM,"79,956"
Aug-24,여객기,CJU,제주,HIN,사천,KAL,13,13,"2,077","1,938",28,35,0,0,0,0,"12,475","10,346",0,0,"2,444","2,444",KE,KE,HIN/CJU,DOM,"2,077"
Aug-24,여객기,CJU,제주,ICN,인천,AAR,2,,267,,1,,0,,0,,"1,187",,0,,464,,OZ,OZ,ICN/CJU,DOM,267
Aug-24,여객기,CJU,제주,ICN,인천,ESR,4,,692,,1,,0,,0,,"4,152",,0,,753,,ZE,LCC,ICN/CJU,DOM,692
Aug-24,여객기,CJU,제주,ICN,인천,JJA,6,,981,,2,,0,,0,,"4,693",,0,,"1,134",,7C,LCC,ICN/CJU,DOM,981
Aug-24,여객기,CJU,제주,ICN,인천,JNA,4,,671,,0,,0,,0,,"3,407",,0,,754,,LJ,LCC,ICN/CJU,DOM,671
Aug-24,여객기,CJU,제주,ICN,인천,KAL,2,,209,,1,,0,,0,,"1,469",,0,,376,,KE,KE,ICN/CJU,DOM,209
Aug-24,여객기,CJU,제주,ICN,인천,TWB,2,,361,,1,,0,,0,,"2,138",,0,,378,,TW,LCC,ICN/CJU,DOM,361
Aug-24,여객기,CJU,제주,KPO,포항 경주,JNA,62,61,"9,340","8,647",98,87,0,0,0,0,"54,907","46,821",0,0,"11,718","11,529",LJ,LCC,KPO/CJU,DOM,"9,340"
Aug-24,여객기,CJU,제주,KUV,군산,ESR,62,62,"10,318","9,802",112,92,0,0,0,0,"57,234","46,128",0,0,"11,652","11,652",ZE,LCC,KUV/CJU,DOM,"10,318"
Aug-24,여객기,CJU,제주,KUV,군산,JNA,31,31,"5,079","5,272",57,55,0,0,0,0,"27,477","25,779",0,0,"5,859","5,859",LJ,LCC,KUV/CJU,DOM,"5,079"
Aug-24,여객기,CJU,제주,KWJ,광주,AAR,124,124,"18,810","18,493",180,202,0,0,0,0,"99,152","96,521",0,0,"21,576","21,576",OZ,OZ,KWJ/CJU,DOM,"18,810"
Aug-24,여객기,CJU,제주,KWJ,광주,JJA,62,62,"11,172","11,069",72,96,0,0,0,0,"51,194","49,695",0,0,"11,718","11,718",7C,LCC,KWJ/CJU,DOM,"11,172"
Aug-24,여객기,CJU,제주,KWJ,광주,JNA,106,106,"18,523","16,931",177,83,0,0,0,0,"93,352","73,471",0,0,"20,004","20,004",LJ,LCC,KWJ/CJU,DOM,"18,523"
Aug-24,여객기,CJU,제주,KWJ,광주,KAL,120,120,"15,385","14,324",146,161,0,0,0,0,"82,404","72,602",0,0,"18,096","18,096",KE,KE,KWJ/CJU,DOM,"15,385"
Aug-24,여객기,CJU,제주,KWJ,광주,TWB,124,124,"22,220","20,962",194,161,0,0,0,0,"124,410","106,501",0,0,"23,436","23,436",TW,LCC,KWJ/CJU,DOM,"22,220"
Aug-24,여객기,CJU,제주,MWX,무안,JJA,17,17,"2,277","2,448",23,30,0,0,0,0,"11,388","11,656",0,0,"3,213","3,213",7C,LCC,MWX/CJU,DOM,"2,277"
Aug-24,여객기,CJU,제주,MWX,무안,JNA,9,9,"1,623","1,313",27,17,0,0,0,0,"9,836","7,002",0,0,"1,701","1,701",LJ,LCC,MWX/CJU,DOM,"1,623"
Aug-24,여객기,CJU,제주,PUS,김해,ABL,368,336,"69,461","64,100",585,509,0,0,"60,978","128,924","362,586","313,028",0,0,"74,126","68,120",BX,LCC,PUS/CJU,DOM,"69,461"
Aug-24,여객기,CJU,제주,PUS,김해,ESR,9,3,"1,588",504,8,1,0,0,0,0,"5,557","2,010",0,0,"1,692",564,ZE,LCC,PUS/CJU,DOM,"1,588"
Aug-24,여객기,CJU,제주,PUS,김해,JJA,195,195,"35,865","35,702",276,280,0,0,0,0,"194,990","190,583",0,0,"36,840","36,855",7C,LCC,PUS/CJU,DOM,"35,865"
Aug-24,여객기,CJU,제주,PUS,김해,JNA,156,155,"27,832","27,906",231,247,0,0,"2,986","32,122","154,398","142,176",0,0,"29,422","29,234",LJ,LCC,PUS/CJU,DOM,"27,832"
Aug-24,여객기,CJU,제주,PUS,김해,KAL,198,198,"29,598","29,861",274,273,0,0,"76,702","103,866","197,979","188,734",0,0,"32,550","32,598",KE,KE,PUS/CJU,DOM,"29,598"
Aug-24,여객기,CJU,제주,RSU,여수,AAR,62,62,"8,188","7,787",85,77,0,0,0,0,"39,743","37,051",0,0,"10,788","10,788",OZ,OZ,RSU/CJU,DOM,"8,188"
Aug-24,여객기,CJU,제주,RSU,여수,JNA,31,31,"5,503","5,313",50,44,0,0,0,0,"34,118","30,240",0,0,"5,859","5,859",LJ,LCC,RSU/CJU,DOM,"5,503"
Aug-24,여객기,CJU,제주,RSU,여수,KAL,31,31,"3,385","3,349",46,49,0,0,0,0,"18,678","16,656",0,0,"4,340","4,340",KE,KE,RSU/CJU,DOM,"3,385"
Aug-24,여객기,CJU,제주,TAE,대구,AAR,62,62,"9,068","8,522",66,66,0,0,0,0,"50,582","48,044",0,0,"10,788","10,788",OZ,OZ,TAE/CJU,DOM,"9,068"
Aug-24,여객기,CJU,제주,TAE,대구,JJA,62,62,"11,275","10,815",125,85,0,0,0,0,"61,530","49,846",0,0,"11,718","11,718",7C,LCC,TAE/CJU,DOM,"11,275"
Aug-24,여객기,CJU,제주,TAE,대구,JNA,153,155,"25,898","25,422",254,206,0,0,0,0,"131,364","118,723",0,0,"28,826","29,202",LJ,LCC,TAE/CJU,DOM,"25,898"
Aug-24,여객기,CJU,제주,TAE,대구,KAL,62,62,"10,163","9,017",124,116,0,0,0,0,"58,013","44,837",0,0,"11,656","11,656",KE,KE,TAE/CJU,DOM,"10,163"
Aug-24,여객기,CJU,제주,TAE,대구,TWB,217,217,"38,985","36,822",258,284,0,0,0,0,"209,010","177,507",0,0,"41,013","41,013",TW,LCC,TAE/CJU,DOM,"38,985"
Aug-24,여객기,CJU,제주,USN,울산,JNA,31,31,"4,488","5,316",68,89,0,0,0,0,"23,560","27,460",0,0,"5,859","5,859",LJ,LCC,USN/CJU,DOM,"4,488"
Aug-24,여객기,CJU,제주,USN,울산,KAL,30,30,"3,754","3,232",62,32,0,0,0,0,"23,812","16,399",0,0,"4,200","4,200",KE,KE,USN/CJU,DOM,"3,754"
Aug-24,여객기,CJU,제주,WJU,원주,JNA,62,62,"9,971","9,536",125,122,0,0,0,0,"55,988","51,447",0,0,"11,718","11,718",LJ,LCC,WJU/CJU,DOM,"9,971"
Aug-24,여객기,GMP,김포,CJU,제주,AAR,696,694,"133,889","135,356","1,590","1,532",0,0,"564,392","606,806","727,033","772,332",0,0,"145,664","145,200",OZ,OZ,GMP/CJU,DOM,"133,889"
Aug-24,여객기,GMP,김포,CJU,제주,ABL,239,207,"42,721","38,004",291,274,0,0,"1,966",0,"191,229","191,814",0,0,"45,664","39,658",BX,LCC,GMP/CJU,DOM,"42,721"
Aug-24,여객기,GMP,김포,CJU,제주,ASV,124,124,"24,630","25,683",176,183,0,0,0,0,"104,311","110,827",0,0,"27,280","27,280",RS,LCC,GMP/CJU,DOM,"24,630"
Aug-24,여객기,GMP,김포,CJU,제주,ESR,441,431,"75,760","78,945",521,611,0,0,0,0,"320,481","390,944",0,0,"82,863","80,979",ZE,LCC,GMP/CJU,DOM,"75,760"
Aug-24,여객기,GMP,김포,CJU,제주,JJA,624,618,"111,320","113,928",712,750,0,0,0,"7,978","488,858","560,221",0,0,"117,936","116,802",7C,LCC,GMP/CJU,DOM,"111,320"
Aug-24,여객기,GMP,김포,CJU,제주,JNA,248,245,"44,947","44,731",363,361,0,0,838,0,"214,055","230,783",0,0,"46,781","46,215",LJ,LCC,GMP/CJU,DOM,"44,947"
Aug-24,여객기,GMP,김포,CJU,제주,KAL,772,769,"139,158","147,315","1,516","1,594",0,0,"985,458","984,396","847,351","953,248",0,0,"155,728","154,800",KE,KE,GMP/CJU,DOM,"139,158"
Aug-24,여객기,GMP,김포,CJU,제주,TWB,426,427,"76,463","79,956",489,595,0,0,0,0,"338,909","385,090",0,0,"83,421","83,610",TW,LCC,GMP/CJU,DOM,"76,463"
Aug-24,여객기,GMP,김포,HIN,사천,JNA,62,62,"7,784","8,271",96,100,0,0,0,0,"18,327","21,718",0,0,"11,717","11,717",LJ,LCC,GMP/HIN,DOM,"7,784"
Aug-24,여객기,GMP,김포,KPO,포항 경주,JNA,30,31,"2,803","2,696",41,50,0,0,0,0,"5,744","6,456",0,0,"5,670","5,859",LJ,LCC,GMP/KPO,DOM,"2,803"
Aug-24,여객기,GMP,김포,KWJ,광주,AAR,62,62,"5,034","5,473",59,80,0,0,0,0,"16,317","18,681",0,0,"10,788","10,788",OZ,OZ,GMP/KWJ,DOM,"5,034"
Aug-24,여객기,GMP,김포,PUS,김해,ABL,285,317,"48,915","53,144",297,343,0,0,"41,613","38,505","136,192","138,314",0,0,"54,435","60,441",BX,LCC,GMP/PUS,DOM,"48,915"
Aug-24,여객기,GMP,김포,PUS,김해,ESR,,6,,"1,023",,1,,0,,0,,"1,565",,0,,"1,131",ZE,LCC,GMP/PUS,DOM,0
Aug-24,여객기,GMP,김포,PUS,김해,JJA,62,62,"10,378","10,539",31,28,0,0,0,0,"21,572","16,516",0,0,"11,643","11,658",7C,LCC,GMP/PUS,DOM,"10,378"
Aug-24,여객기,GMP,김포,PUS,김해,JNA,54,54,"9,605","8,565",37,26,0,0,0,0,"19,505","13,023",0,0,"10,206","10,206",LJ,LCC,GMP/PUS,DOM,"9,605"
Aug-24,여객기,GMP,김포,PUS,김해,KAL,278,278,"35,756","35,784",212,234,0,0,"67,994","92,417","133,256","136,892",0,0,"40,636","40,636",KE,KE,GMP/PUS,DOM,"35,756"
Aug-24,여객기,GMP,김포,PUS,김해,TWB,59,59,"10,509","10,318",57,81,0,0,0,0,"22,728","23,295",0,0,"11,151","11,151",TW,LCC,GMP/PUS,DOM,"10,509"
Aug-24,여객기,GMP,김포,RSU,여수,AAR,62,62,"6,842","6,970",87,83,0,0,0,0,"28,209","29,626",0,0,"10,788","10,788",OZ,OZ,GMP/RSU,DOM,"6,842"
Aug-24,여객기,GMP,김포,RSU,여수,JNA,31,31,"3,853","4,422",40,62,0,0,0,0,"7,666","10,937",0,0,"5,859","5,859",LJ,LCC,GMP/RSU,DOM,"3,853"
Aug-24,여객기,GMP,김포,TAE,대구,JNA,1,,83,,3,,0,,0,,295,,0,,189,,LJ,LCC,GMP/TAE,DOM,83
Aug-24,여객기,GMP,김포,USN,울산,JNA,31,31,"4,263","4,868",89,87,0,0,0,0,"17,050","14,355",0,0,"5,859","5,859",LJ,LCC,GMP/USN,DOM,"4,263"
Aug-24,여객기,GMP,김포,USN,울산,KAL,62,62,"7,075","6,728",41,46,0,0,"4,730",0,"26,934","24,709",0,0,"8,680","8,680",KE,KE,GMP/USN,DOM,"7,075"
Aug-24,여객기,HIN,사천,CJU,제주,KAL,13,13,"1,938","2,077",35,28,0,0,0,0,"10,346","12,475",0,0,"2,444","2,444",KE,KE,HIN/CJU,DOM,"1,938"
Aug-24,여객기,HIN,사천,GMP,김포,JNA,62,62,"8,271","7,784",100,96,0,0,0,0,"21,718","18,327",0,0,"11,717","11,717",LJ,LCC,GMP/HIN,DOM,"8,271"
Aug-24,여객기,ICN,인천,CJU,제주,AAR,,2,,267,,1,,0,,0,,"1,187",,0,,464,OZ,OZ,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,CJU,제주,ESR,,4,,692,,1,,0,,0,,"4,152",,0,,753,ZE,LCC,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,CJU,제주,JJA,,6,,981,,2,,0,,0,,"4,693",,0,,"1,134",7C,LCC,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,CJU,제주,JNA,,4,,671,,0,,0,,0,,"3,407",,0,,754,LJ,LCC,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,CJU,제주,KAL,,2,,209,,1,,0,,0,,"1,469",,0,,376,KE,KE,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,CJU,제주,TWB,,2,,361,,1,,0,,0,,"2,138",,0,,378,TW,LCC,ICN/CJU,DOM,0
Aug-24,여객기,ICN,인천,PUS,김해,KAL,153,154,"18,372","18,357",67,70,0,0,0,0,"359,749","395,975",0,0,"26,761","26,934",KE,KE,ICN/PUS,DOM,"18,372"
Aug-24,여객기,ICN,인천,TAE,대구,KAL,31,31,"2,642","2,656",12,14,0,0,0,0,"51,813","58,056",0,0,"4,800","4,848",KE,KE,ICN/TAE,DOM,"2,642"
Aug-24,여객기,KPO,포항 경주,CJU,제주,JNA,61,62,"8,647","9,340",87,98,0,0,0,0,"46,821","54,907",0,0,"11,529","11,718",LJ,LCC,KPO/CJU,DOM,"8,647"
Aug-24,여객기,KPO,포항 경주,GMP,김포,JNA,31,30,"2,696","2,803",50,41,0,0,0,0,"6,456","5,744",0,0,"5,859","5,670",LJ,LCC,GMP/KPO,DOM,"2,696"
Aug-24,여객기,KUV,군산,CJU,제주,ESR,62,62,"9,802","10,318",92,112,0,0,0,0,"46,128","57,234",0,0,"11,652","11,652",ZE,LCC,KUV/CJU,DOM,"9,802"
Aug-24,여객기,KUV,군산,CJU,제주,JNA,31,31,"5,272","5,079",55,57,0,0,0,0,"25,779","27,477",0,0,"5,859","5,859",LJ,LCC,KUV/CJU,DOM,"5,272"
Aug-24,여객기,KWJ,광주,CJU,제주,AAR,124,124,"18,493","18,810",202,180,0,0,0,0,"96,521","99,152",0,0,"21,576","21,576",OZ,OZ,KWJ/CJU,DOM,"18,493"
Aug-24,여객기,KWJ,광주,CJU,제주,JJA,62,62,"11,069","11,172",96,72,0,0,0,0,"49,695","51,194",0,0,"11,718","11,718",7C,LCC,KWJ/CJU,DOM,"11,069"
Aug-24,여객기,KWJ,광주,CJU,제주,JNA,106,106,"16,931","18,523",83,177,0,0,0,0,"73,471","93,352",0,0,"20,004","20,004",LJ,LCC,KWJ/CJU,DOM,"16,931"
Aug-24,여객기,KWJ,광주,CJU,제주,KAL,120,120,"14,324","15,385",161,146,0,0,0,0,"72,602","82,404",0,0,"18,096","18,096",KE,KE,KWJ/CJU,DOM,"14,324"
Aug-24,여객기,KWJ,광주,CJU,제주,TWB,124,124,"20,962","22,220",161,194,0,0,0,0,"106,501","124,410",0,0,"23,436","23,436",TW,LCC,KWJ/CJU,DOM,"20,962"
Aug-24,여객기,KWJ,광주,GMP,김포,AAR,62,62,"5,473","5,034",80,59,0,0,0,0,"18,681","16,317",0,0,"10,788","10,788",OZ,OZ,GMP/KWJ,DOM,"5,473"
Aug-24,여객기,MWX,무안,CJU,제주,JJA,17,17,"2,448","2,277",30,23,0,0,0,0,"11,656","11,388",0,0,"3,213","3,213",7C,LCC,MWX/CJU,DOM,"2,448"
Aug-24,여객기,MWX,무안,CJU,제주,JNA,9,9,"1,313","1,623",17,27,0,0,0,0,"7,002","9,836",0,0,"1,701","1,701",LJ,LCC,MWX/CJU,DOM,"1,313"
Aug-24,여객기,PUS,김해,CJU,제주,ABL,336,368,"64,100","69,461",509,585,0,0,"128,924","60,978","313,028","362,586",0,0,"68,120","74,126",BX,LCC,PUS/CJU,DOM,"64,100"
Aug-24,여객기,PUS,김해,CJU,제주,ESR,3,9,504,"1,588",1,8,0,0,0,0,"2,010","5,557",0,0,564,"1,692",ZE,LCC,PUS/CJU,DOM,504
Aug-24,여객기,PUS,김해,CJU,제주,JJA,195,195,"35,702","35,865",280,276,0,0,0,0,"190,583","194,990",0,0,"36,855","36,840",7C,LCC,PUS/CJU,DOM,"35,702"
Aug-24,여객기,PUS,김해,CJU,제주,JNA,155,156,"27,906","27,832",247,231,0,0,"32,122","2,986","142,176","154,398",0,0,"29,234","29,422",LJ,LCC,PUS/CJU,DOM,"27,906"
Aug-24,여객기,PUS,김해,CJU,제주,KAL,198,198,"29,861","29,598",273,274,0,0,"103,866","76,702","188,734","197,979",0,0,"32,598","32,550",KE,KE,PUS/CJU,DOM,"29,861"
Aug-24,여객기,PUS,김해,GMP,김포,ABL,317,285,"53,144","48,915",343,297,0,0,"38,505","41,613","138,314","136,192",0,0,"60,441","54,435",BX,LCC,GMP/PUS,DOM,"53,144"
Aug-24,여객기,PUS,김해,GMP,김포,ESR,6,,"1,023",,1,,0,,0,,"1,565",,0,,"1,131",,ZE,LCC,GMP/PUS,DOM,"1,023"
Aug-24,여객기,PUS,김해,GMP,김포,JJA,62,62,"10,539","10,378",28,31,0,0,0,0,"16,516","21,572",0,0,"11,658","11,643",7C,LCC,GMP/PUS,DOM,"10,539"
Aug-24,여객기,PUS,김해,GMP,김포,JNA,54,54,"8,565","9,605",26,37,0,0,0,0,"13,023","19,505",0,0,"10,206","10,206",LJ,LCC,GMP/PUS,DOM,"8,565"
Aug-24,여객기,PUS,김해,GMP,김포,KAL,278,278,"35,784","35,756",234,212,0,0,"92,417","67,994","136,892","133,256",0,0,"40,636","40,636",KE,KE,GMP/PUS,DOM,"35,784"
Aug-24,여객기,PUS,김해,GMP,김포,TWB,59,59,"10,318","10,509",81,57,0,0,0,0,"23,295","22,728",0,0,"11,151","11,151",TW,LCC,GMP/PUS,DOM,"10,318"
Aug-24,여객기,PUS,김해,ICN,인천,KAL,154,153,"18,357","18,372",70,67,0,0,0,0,"395,975","359,749",0,0,"26,934","26,761",KE,KE,ICN/PUS,DOM,"18,357"
Aug-24,여객기,RSU,여수,CJU,제주,AAR,62,62,"7,787","8,188",77,85,0,0,0,0,"37,051","39,743",0,0,"10,788","10,788",OZ,OZ,RSU/CJU,DOM,"7,787"
Aug-24,여객기,RSU,여수,CJU,제주,JNA,31,31,"5,313","5,503",44,50,0,0,0,0,"30,240","34,118",0,0,"5,859","5,859",LJ,LCC,RSU/CJU,DOM,"5,313"
Aug-24,여객기,RSU,여수,CJU,제주,KAL,31,31,"3,349","3,385",49,46,0,0,0,0,"16,656","18,678",0,0,"4,340","4,340",KE,KE,RSU/CJU,DOM,"3,349"
Aug-24,여객기,RSU,여수,GMP,김포,AAR,62,62,"6,970","6,842",83,87,0,0,0,0,"29,626","28,209",0,0,"10,788","10,788",OZ,OZ,GMP/RSU,DOM,"6,970"
Aug-24,여객기,RSU,여수,GMP,김포,JNA,31,31,"4,422","3,853",62,40,0,0,0,0,"10,937","7,666",0,0,"5,859","5,859",LJ,LCC,GMP/RSU,DOM,"4,422"
Aug-24,여객기,TAE,대구,CJU,제주,AAR,62,62,"8,522","9,068",66,66,0,0,0,0,"48,044","50,582",0,0,"10,788","10,788",OZ,OZ,TAE/CJU,DOM,"8,522"
Aug-24,여객기,TAE,대구,CJU,제주,JJA,62,62,"10,815","11,275",85,125,0,0,0,0,"49,846","61,530",0,0,"11,718","11,718",7C,LCC,TAE/CJU,DOM,"10,815"
Aug-24,여객기,TAE,대구,CJU,제주,JNA,155,153,"25,422","25,898",206,254,0,0,0,0,"118,723","131,364",0,0,"29,202","28,826",LJ,LCC,TAE/CJU,DOM,"25,422"
Aug-24,여객기,TAE,대구,CJU,제주,KAL,62,62,"9,017","10,163",116,124,0,0,0,0,"44,837","58,013",0,0,"11,656","11,656",KE,KE,TAE/CJU,DOM,"9,017"
Aug-24,여객기,TAE,대구,CJU,제주,TWB,217,217,"36,822","38,985",284,258,0,0,0,0,"177,507","209,010",0,0,"41,013","41,013",TW,LCC,TAE/CJU,DOM,"36,822"
Aug-24,여객기,TAE,대구,GMP,김포,JNA,,1,,83,,3,,0,,0,,295,,0,,189,LJ,LCC,GMP/TAE,DOM,0
Aug-24,여객기,TAE,대구,ICN,인천,KAL,31,31,"2,656","2,642",14,12,0,0,0,0,"58,056","51,813",0,0,"4,848","4,800",KE,KE,ICN/TAE,DOM,"2,656"
Aug-24,여객기,USN,울산,CJU,제주,JNA,31,31,"5,316","4,488",89,68,0,0,0,0,"27,460","23,560",0,0,"5,859","5,859",LJ,LCC,USN/CJU,DOM,"5,316"
Aug-24,여객기,USN,울산,CJU,제주,KAL,30,30,"3,232","3,754",32,62,0,0,0,0,"16,399","23,812",0,0,"4,200","4,200",KE,KE,USN/CJU,DOM,"3,232"
Aug-24,여객기,USN,울산,GMP,김포,JNA,31,31,"4,868","4,263",87,89,0,0,0,0,"14,355","17,050",0,0,"5,859","5,859",LJ,LCC,GMP/USN,DOM,"4,868"
Aug-24,여객기,USN,울산,GMP,김포,KAL,62,62,"6,728","7,075",46,41,0,0,0,"4,730","24,709","26,934",0,0,"8,680","8,680",KE,KE,GMP/USN,DOM,"6,728"
Aug-24,여객기,WJU,원주,CJU,제주,JNA,62,62,"9,536","9,971",122,125,0,0,0,0,"51,447","55,988",0,0,"11,718","11,718",LJ,LCC,WJU/CJU,DOM,"9,536"
Sep-24,여객기,CJJ,청주,CJU,제주,AAR,90,90,"14,072","14,536",270,291,0,0,0,0,"78,268","86,590",0,0,"15,660","15,660",OZ,OZ,CJJ/CJU,DOM,"14,072"
Sep-24,여객기,CJJ,청주,CJU,제주,EOK,87,87,"14,684","14,845",182,192,0,0,0,0,"59,972","70,045",0,0,"15,660","15,660",RF,LCC,CJJ/CJU,DOM,"14,684"
Sep-24,여객기,CJJ,청주,CJU,제주,ESR,120,120,"20,869","20,719",258,227,0,0,0,0,"92,759","94,153",0,0,"22,557","22,554",ZE,LCC,CJJ/CJU,DOM,"20,869"
Sep-24,여객기,CJJ,청주,CJU,제주,JJA,129,129,"21,573","21,423",275,208,0,0,0,0,"94,185","102,848",0,0,"24,381","24,381",7C,LCC,CJJ/CJU,DOM,"21,573"
Sep-24,여객기,CJJ,청주,CJU,제주,JNA,150,151,"26,158","27,340",335,417,0,0,0,0,"126,869","152,541",0,0,"28,296","28,485",LJ,LCC,CJJ/CJU,DOM,"26,158"
Sep-24,여객기,CJJ,청주,CJU,제주,KAL,102,102,"14,464","13,672",291,259,0,0,15,0,"79,682","73,033",0,0,"16,344","16,344",KE,KE,CJJ/CJU,DOM,"14,464"
Sep-24,여객기,CJJ,청주,CJU,제주,TWB,73,73,"12,861","12,806",224,192,0,0,0,0,"65,058","67,382",0,0,"13,797","13,797",TW,LCC,CJJ/CJU,DOM,"12,861"
Sep-24,여객기,CJU,제주,CJJ,청주,AAR,90,90,"14,536","14,072",291,270,0,0,0,0,"86,590","78,268",0,0,"15,660","15,660",OZ,OZ,CJJ/CJU,DOM,"14,536"
Sep-24,여객기,CJU,제주,CJJ,청주,EOK,87,87,"14,845","14,684",192,182,0,0,0,0,"70,045","59,972",0,0,"15,660","15,660",RF,LCC,CJJ/CJU,DOM,"14,845"
Sep-24,여객기,CJU,제주,CJJ,청주,ESR,120,120,"20,719","20,869",227,258,0,0,0,0,"94,153","92,759",0,0,"22,554","22,557",ZE,LCC,CJJ/CJU,DOM,"20,719"
Sep-24,여객기,CJU,제주,CJJ,청주,JJA,129,129,"21,423","21,573",208,275,0,0,0,0,"102,848","94,185",0,0,"24,381","24,381",7C,LCC,CJJ/CJU,DOM,"21,423"
Sep-24,여객기,CJU,제주,CJJ,청주,JNA,151,150,"27,340","26,158",417,335,0,0,0,0,"152,541","126,869",0,0,"28,485","28,296",LJ,LCC,CJJ/CJU,DOM,"27,340"
